tools	annotation	candidate EDAM term label	Validation expert	hasExactmatch	hasBroader	hasNarrower	EDAM term URI	domain	edam_category
Canu	contig assembly	Sequence assembly	Yes	No	Yes	No	http://edamontology.org/operation_0310	Genetic_variant	operations
Canu	read correction	Sequence merging	Yes	No	Yes	No	http://edamontology.org/operation_0232	Genetic_variant	operations
Canu	read trimming	Sequence trimming	Yes	No	Yes	No	http://edamontology.org/operation_3192	Genetic_variant	operations
Canu	de novo assembly	De-novo assembly	Yes	Yes	No	No	http://edamontology.org/operation_0524	Genetic_variant	topics
Canu	long read data processing	Read pre-processing	Yes	No	Yes	No	http://edamontology.org/operation_3219	Genetic_variant	topics
CarveMe	gene sequences	Sequence	Yes	No	Yes	No	http://edamontology.org/data_2044	Systems_biology	data
CarveMe	genome annotations	Genome annotation	Yes	Yes	No	No	http://edamontology.org/operation_0362	Systems_biology	data
CarveMe	genome-scale metabolic models	Mathematical model	Yes	No	Yes	No	http://edamontology.org/data_0950	Systems_biology	data
CarveMe	metabolic model	Mathematical model	Yes	No	Yes	No	http://edamontology.org/data_0950	Systems_biology	data
CarveMe	metabolic networks	Pathway or network	Yes	No	Yes	No	http://edamontology.org/data_2600	Systems_biology	data
CarveMe	protein sequences	Protein sequence	Yes	Yes	No	No	http://edamontology.org/data_2976	Systems_biology	data
CarveMe	gene sequences	Sequence	Yes	No	Yes	No	http://edamontology.org/data_2044	Systems_biology	formats
CarveMe	genome annotations	Genome annotation	Yes	Yes	No	No	http://edamontology.org/operation_0362	Systems_biology	formats
CarveMe	genome-scale metabolic models	Mathematical model	Yes	No	Yes	No	http://edamontology.org/data_0950	Systems_biology	formats
CarveMe	metabolic model	Mathematical model	Yes	No	Yes	No	http://edamontology.org/data_0950	Systems_biology	formats
CarveMe	metabolic networks	Pathway or network	Yes	No	Yes	No	http://edamontology.org/data_2600	Systems_biology	formats
CarveMe	protein sequences	Protein sequence	Yes	Yes	No	No	http://edamontology.org/data_2976	Systems_biology	formats
CarveMe	automated model reconstruction	Metabolic network modelling	Yes	No	Yes	No	http://edamontology.org/operation_3660	Systems_biology	operations
CarveMe	draft model generation	Modelling and simulation	Yes	No	Yes	No	http://edamontology.org/operation_2426	Systems_biology	operations
CarveMe	gap-filling	Metabolic network modelling	Yes	No	Yes	No	http://edamontology.org/operation_3660	Systems_biology	operations
CarveMe	gap-filling of metabolic models	Metabolic network modelling	Yes	No	Yes	No	http://edamontology.org/operation_3660	Systems_biology	operations
CarveMe	reconstruction of metabolic networks	Metabolic network modelling	Yes	No	Yes	No	http://edamontology.org/operation_3660	Systems_biology	operations
CarveMe	community modeling	Metabolic network modelling	Yes	No	No	Yes	http://edamontology.org/operation_3660	Systems_biology	topics
CarveMe	genome-scale metabolic modeling	Metabolic network modelling	Yes	No	Yes	No	http://edamontology.org/operation_3660	Systems_biology	topics
CarveMe	metabolic networks	Biological networks	Yes	No	Yes	No	http://edamontology.org/topic_0602	Systems_biology	topics
CarveMe	metabolic reconstruction	Metabolic network reconstruction	Yes	Yes	No	No	http://edamontology.org/operation_3660	Systems_biology	topics
CarveMe	microbiology	Microbiology	Yes	Yes	No	No	http://edamontology.org/topic_3301	Systems_biology	topics
CarveMe	systems biology	Systems biology	Yes	Yes	No	No	http://edamontology.org/topic_2259	Systems_biology	topics
CellPose	microscopy images 2d	Image	Yes	No	Yes	No	http://edamontology.org/data_2968	Microscopy	data
CellPose	microscopy images 3d	Image	Yes	No	Yes	No	http://edamontology.org/data_2968	Microscopy	data
CellPose	structured dataset	Data set	Yes	No	Yes	No	http://edamontology.org/data_0006	Microscopy	data
CellPose	imagej rois	Textual format	Yes	No	Yes	No	http://edamontology.org/format_2330	Microscopy	formats
CellPose	jpegs	JPEG	Yes	Yes	No	No	http://edamontology.org/format_3579	Microscopy	formats
CellPose	model cellpose	Binary format	Yes	No	Yes	No	http://edamontology.org/format_2333	Microscopy	formats
CellPose	npy	Binary format	Yes	No	Yes	No	http://edamontology.org/format_2333	Microscopy	formats
CellPose	png	PNG	Yes	Yes	No	No	http://edamontology.org/format_3603	Microscopy	formats
CellPose	tiff	TIFF	Yes	Yes	No	No	http://edamontology.org/format_3591	Microscopy	formats
CellPose	annotation	Annotation	Yes	Yes	No	No	http://edamontology.org/operation_0226	Microscopy	operations
CellPose	segmentation 2d	Image analysis	Yes	No	Yes	No	http://edamontology.org/operation_3443	Microscopy	operations
CellPose	segmentation 3d	Image analysis	Yes	No	Yes	No	http://edamontology.org/operation_3443	Microscopy	operations
CellPose	cell segmentation	Cell biology	Yes	No	Yes	No	http://edamontology.org/topic_2229	Microscopy	topics
CellPose	optical microscopy	Imaging	Yes	No	Yes	No	http://edamontology.org/topic_3382	Microscopy	topics
ClusterProfiler	enrichment results	Enrichment report	Yes	No	Yes	No	http://edamontology.org/data_3753	Genetic_variant	data
ClusterProfiler	ontology datasets	Ontology data	Yes	No	Yes	No	http://edamontology.org/data_2353	Genetic_variant	data
ClusterProfiler	visualizations	Visualisation	Yes	Yes	No	No	http://edamontology.org/operation_0337	Genetic_variant	data
ClusterProfiler	dsv	DSV	Yes	Yes	No	No	http://edamontology.org/format_3751	Genetic_variant	formats
ClusterProfiler	image format	Image format	Yes	Yes	No	No	http://edamontology.org/format_3547	Genetic_variant	formats
ClusterProfiler	data visualization	Data visualisation	Yes	Yes	No	No	http://edamontology.org/topic_0092	Genetic_variant	operations
ClusterProfiler	gene set enrichment analysis	Gene-set enrichment analysis	Yes	Yes	No	No	http://edamontology.org/operation_2436	Genetic_variant	operations
ClusterProfiler	id conversion	ID mapping	Yes	No	Yes	No	http://edamontology.org/operation_3282	Genetic_variant	operations
ClusterProfiler	over-representation analysis	Gene-set enrichment analysis	Yes	No	Yes	No	http://edamontology.org/operation_2436	Genetic_variant	operations
ClusterProfiler	semantic similarity analysis	Sequence functional annotation	Yes	No	No	Yes	http://edamontology.org/operation_3672	Genetic_variant	operations
ClusterProfiler	clustering	Clustering	Yes	Yes	No	No	http://edamontology.org/operation_3432	Genetic_variant	topics
ClusterProfiler	enrichment analysis for omics data	Enrichment analysis	Yes	No	Yes	No	http://edamontology.org/operation_3501	Genetic_variant	topics
ClusterProfiler	visualization of enrichment data	Analysis	Yes	No	Yes	No	http://edamontology.org/operation_2945	Genetic_variant	topics
Cytoscape	images	Image	Yes	Yes	No	No	http://edamontology.org/data_2968	Systems_biology	data
Cytoscape	list of nodes and edges	Pathway or network	Yes	No	Yes	No	http://edamontology.org/data_2600	Systems_biology	data
Cytoscape	network	Pathway or network	Yes	No	Yes	No	http://edamontology.org/data_2600	Systems_biology	data
Cytoscape	images	Image	Yes	Yes	No	No	http://edamontology.org/data_2968	Systems_biology	formats
Cytoscape	list of nodes and edges	Pathway or network	Yes	No	Yes	No	http://edamontology.org/data_2600	Systems_biology	formats
Cytoscape	network	Pathway or network	Yes	No	Yes	No	http://edamontology.org/data_2600	Systems_biology	formats
Cytoscape	cluster detection	Clustering	Yes	No	Yes	No	http://edamontology.org/operation_3432	Systems_biology	operations
Cytoscape	construction of networks	Network analysis	Yes	No	Yes	No	http://edamontology.org/operation_3927	Systems_biology	operations
Cytoscape	edition of networks	Network analysis	Yes	No	Yes	No	http://edamontology.org/operation_3927	Systems_biology	operations
Cytoscape	network exploration	Network analysis	Yes	No	Yes	No	http://edamontology.org/operation_3927	Systems_biology	operations
Cytoscape	network visualization	Network visualisation	Yes	Yes	No	No	http://edamontology.org/operation_3925	Systems_biology	operations
Cytoscape	co-occurrence networks	Molecular interactions, pathways and networks	Yes	No	Yes	No	http://edamontology.org/topic_0602	Systems_biology	topics
Cytoscape	graph theory	Molecular interactions, pathways and networks	Yes	No	Yes	No	http://edamontology.org/topic_0602	Systems_biology	topics
Cytoscape	molecular interaction networks	Molecular interactions, pathways and networks	Yes	Yes	No	No	http://edamontology.org/topic_0602	Systems_biology	topics
Cytoscape	network biology	Network analysis	Yes	No	Yes	No	http://edamontology.org/operation_3927	Systems_biology	topics
Cytoscape	network exploration	Network analysis	Yes	No	Yes	No	http://edamontology.org/operation_3927	Systems_biology	topics
Cytoscape	network handling	Network analysis	Yes	No	Yes	No	http://edamontology.org/operation_3927	Systems_biology	topics
Cytoscape	network visualisation	Network visualisation	Yes	Yes	No	No	http://edamontology.org/operation_3925	Systems_biology	topics
Cytoscape	protein-protein interactions	Protein interactions	Yes	No	Yes	No	http://edamontology.org/topic_0128	Systems_biology	topics
Cytoscape	systems biology	Systems biology	Yes	Yes	No	No	http://edamontology.org/topic_2259	Systems_biology	topics
Cytoscape	visualization	Visualisation	Yes	Yes	No	No	http://edamontology.org/operation_0337	Systems_biology	topics
EcClem	list of paired points	Matrix	Yes	No	No	No	http://edamontology.org/data_2082	Microscopy	data
EcClem	microscopy images 2d	Image	Yes	No	Yes	No	http://edamontology.org/data_2968	Microscopy	data
EcClem	microscopy images 3d	Image	Yes	No	Yes	No	http://edamontology.org/data_2968	Microscopy	data
EcClem	overlay image	Image	Yes	No	Yes	No	http://edamontology.org/data_2968	Microscopy	data
EcClem	transformation matrix	Matrix	Yes	No	Yes	No	http://edamontology.org/data_2082	Microscopy	data
EcClem	transformed source image	Image	Yes	No	No	No	http://edamontology.org/data_2968	Microscopy	data
EcClem	csv	CSV	Yes	Yes	No	No	http://edamontology.org/format_3752	Microscopy	formats
EcClem	image format	Image format	Yes	Yes	No	No	http://edamontology.org/format_3547	Microscopy	formats
EcClem	microscopy image format	Image format	Yes	No	No	No	http://edamontology.org/format_3547	Microscopy	formats
EcClem	xml	XML	Yes	Yes	No	No	http://edamontology.org/format_2332	Microscopy	formats
EcClem	error estimation	Modelling and simulation	Yes	No	Yes	No	http://edamontology.org/operation_2426	Microscopy	operations
EcClem	fiducial list based registration	Structure alignment	Yes	No	Yes	No	http://edamontology.org/operation_0295	Microscopy	operations
EcClem	correlative microscopy	Imaging	Yes	No	Yes	No	http://edamontology.org/topic_3382	Microscopy	topics
FMRIprep	fmri	MRI image	Yes	No	Yes	No	http://edamontology.org/data_3442	Neuroimaging	data
FMRIprep	preprocessed fmri	Data	Yes	No	Yes	No	http://edamontology.org/data_0006	Neuroimaging	data
FMRIprep	reports	Report	Yes	Yes	No	No	http://edamontology.org/data_2048	Neuroimaging	data
FMRIprep	html	HTML	Yes	Yes	Yes	No	http://edamontology.org/format_2331	Neuroimaging	formats
FMRIprep	nifti	Image format	Yes	No	No	No	http://edamontology.org/format_3549	Neuroimaging	formats
FMRIprep	tsv	TSV	Yes	Yes	No	No	http://edamontology.org/format_3475	Neuroimaging	formats
FMRIprep	visualization	Visualisation	Yes	Yes	No	No	http://edamontology.org/operation_0337	Neuroimaging	operations
FMRIprep	bids apps	Medical imaging	Yes	No	Yes	No	http://edamontology.org/topic_3384	Neuroimaging	topics
FMRIprep	brain imaging	Medical imaging	Yes	No	Yes	No	http://edamontology.org/topic_3384	Neuroimaging	topics
FMRIprep	neuroimaging	Medical imaging	Yes	No	Yes	No	http://edamontology.org/topic_3384	Neuroimaging	topics
FSL	anatomical mri	MRI image	Yes	No	Yes	No	http://edamontology.org/data_3442	Neuroimaging	data
FSL	fmri	MRI image	Yes	No	Yes	No	http://edamontology.org/data_3442	Neuroimaging	data
FSL	preprocessed data	Data	Yes	No	Yes	No	http://edamontology.org/data_0006	Neuroimaging	data
FSL	reports	Report	Yes	Yes	No	No	http://edamontology.org/data_2048	Neuroimaging	data
FSL	statistical maps	Statistical estimate score	Yes	No	Yes	No	http://edamontology.org/data_0951	Neuroimaging	data
FSL	html	HTML	Yes	Yes	Yes	No	http://edamontology.org/format_2331	Neuroimaging	formats
FSL	nifti	Image format	Yes	No	No	No	http://edamontology.org/format_3549	Neuroimaging	formats
FSL	nifti.gz	Image format	Yes	No	No	No	http://edamontology.org/format_3550	Neuroimaging	formats
FSL	functional connectivity analysis	Network analysis	Yes	No	Yes	No	http://edamontology.org/operation_3927	Neuroimaging	operations
FSL	group statistical analysis	Statistical calculation	Yes	No	No	No	http://edamontology.org/operation_2238	Neuroimaging	operations
FSL	subject statistical analysis	Statistical calculation	Yes	No	Yes	No	http://edamontology.org/operation_2238	Neuroimaging	operations
FSL	tractography	Medical imaging	Yes	No	Yes	No	http://edamontology.org/topic_3384	Neuroimaging	operations
FSL	visualization	Visualisation	Yes	Yes	No	No	http://edamontology.org/operation_0337	Neuroimaging	operations
FSL	brain imaging	Medical imaging	Yes	No	Yes	No	http://edamontology.org/topic_3384	Neuroimaging	topics
FSL	functional & anatomical MRI preprocesing	MRI	Yes	No	Yes	No	http://edamontology.org/topic_3444	Neuroimaging	topics
FSL	neuroimaging	Medical imaging	Yes	No	Yes	No	http://edamontology.org/topic_3384	Neuroimaging	topics
FastME	distance matrix	Distance matrix	Yes	Yes	No	No	http://edamontology.org/data_2855	Phylogeny	data
FastME	multiple sequences alignment msa	Sequence alignment	Yes	No	Yes	No	http://edamontology.org/data_0863	Phylogeny	data
FastME	phylogenetic trees with support values	Phylogenetic tree	Yes	No	Yes	No	http://edamontology.org/data_0872	Phylogeny	data
FastME	substitution model	Substitution model	Yes	Yes	No	No	http://edamontology.org/data_1439	Phylogeny	data
FastME	newick	newick	Yes	Yes	No	No	http://edamontology.org/format_1910	Phylogeny	formats
FastME	phylip	phylip	Yes	Yes	No	No	http://edamontology.org/format_1435	Phylogeny	formats
FastME	distance matrix computation	Sequence distance matrix construction	Yes	No	No	Yes	http://edamontology.org/operation_0289	Phylogeny	operations
FastME	minimum evolution (me)	Evolutionary biology	Yes	No	Yes	No	http://edamontology.org/topic_3299	Phylogeny	operations
FastME	topological optimization	Phylogenetic tree topology analysis	Yes	No	Yes	No	http://edamontology.org/operation_0551	Phylogeny	operations
FastME	tree inference	Phlyogenetic tree construction	Yes	No	No	Yes	http://edamontology.org/operation_0323	Phylogeny	operations
FastME	distanced-based phylogenetics	Phylogenetics	Yes	No	Yes	No	http://edamontology.org/topic_3293	Phylogeny	topics
FastME	phylogenetics	Phylogenetics	Yes	Yes	No	No	http://edamontology.org/topic_3293	Phylogeny	topics
Fluxer	biochemical pathway diagrams	Pathway or network	Yes	No	Yes	No	http://edamontology.org/data_2600	Systems_biology	data
Fluxer	metabolic model	Mathematical model	Yes	No	Yes	No	http://edamontology.org/data_0950	Systems_biology	data
Fluxer	networks	Pathway or network	Yes	No	Yes	No	http://edamontology.org/data_2600	Systems_biology	data
Fluxer	pictures	Image	Yes	Yes	No	No	http://edamontology.org/data_2968	Systems_biology	data
Fluxer	visualizations	Visualisation	Yes	Yes	No	No	http://edamontology.org/operation_0337	Systems_biology	data
Fluxer	biochemical pathway diagrams	Pathway or network	Yes	No	Yes	No	http://edamontology.org/data_2600	Systems_biology	formats
Fluxer	metabolic model	Mathematical model	Yes	No	Yes	No	http://edamontology.org/data_0950	Systems_biology	formats
Fluxer	networks	Pathway or network	Yes	No	Yes	No	http://edamontology.org/data_2600	Systems_biology	formats
Fluxer	pictures	Image	Yes	Yes	No	No	http://edamontology.org/data_2968	Systems_biology	formats
Fluxer	visualizations	Visualisation	Yes	Yes	No	No	http://edamontology.org/operation_0337	Systems_biology	formats
Fluxer	customizable layout creation	Topology diagram drawing	Yes	No	Yes	No	http://edamontology.org/operation_2486	Systems_biology	operations
Fluxer	flux diagram rendering	Topology diagram drawing	Yes	No	Yes	No	http://edamontology.org/operation_2486	Systems_biology	operations
Fluxer	interactive visualization	Visualisation	Yes	No	Yes	No	http://edamontology.org/operation_0337	Systems_biology	operations
Fluxer	metabolic model simulation	Metabolic network simulation	Yes	No	Yes	No	http://edamontology.org/operation_3660	Systems_biology	operations
Fluxer	metabolic model visualisation	Network visualisation	Yes	No	Yes	No	http://edamontology.org/operation_3925	Systems_biology	operations
Fluxer	pathway mapping	Pathway analysis	Yes	No	Yes	No	http://edamontology.org/operation_3928	Systems_biology	operations
Fluxer	biochemistry education	Biochemistry	Yes	No	Yes	No	http://edamontology.org/topic_3292	Systems_biology	topics
Fluxer	metabolic modelling	Metabolic network modelling	Yes	Yes	No	No	http://edamontology.org/operation_3660	Systems_biology	topics
Fluxer	pathway visualization	Pathway visualisation	Yes	Yes	No	No	http://edamontology.org/operation_3926	Systems_biology	topics
Fluxer	systems biology	Systems biology	Yes	Yes	No	No	http://edamontology.org/topic_2259	Systems_biology	topics
Freesurfer	anatomical mri	MRI image	Yes	No	Yes	No	http://edamontology.org/data_3442	Neuroimaging	data
Freesurfer	fmri	MRI image	Yes	No	Yes	No	http://edamontology.org/data_3442	Neuroimaging	data
Freesurfer	surface maps	Statistical estimate score	Yes	No	Yes	No	http://edamontology.org/data_0951	Neuroimaging	data
Freesurfer	volumetric segmentation	Volume map	Yes	No	Yes	No	http://edamontology.org/data_0940	Neuroimaging	data
Freesurfer	annot	Image format	Yes	No	No	No	http://edamontology.org/format_3547	Neuroimaging	formats
