tools	annotation	candidate EDAM term label	Validation expert	Commentaire expert 1	Commentaire expert 2	hasExactmatch	hasBroader	hasNarrower	EDAM term URI	Comment	domain	edam_category	Commentaire expert 3
Anvi’o	sequence abundance profile	Sequence set	No			No	Yes	No	http://edamontology.org/data_0850		Metagenomic	data	
Anvi’o	taxonomic profiles	Taxonomic classification	Yes			No	Yes	No	http://edamontology.org/data_1872		Metagenomic	data	
Anvi’o	tree	Phylogenetic tree	Yes			No	Yes	No	http://edamontology.org/data_0872		Metagenomic	data	
Anvi’o	visualizations	Visualisation	Yes			Yes	No	No	http://edamontology.org/operation_0337	operation not a data	Metagenomic	data	
Anvi’o	bam	BAM	Yes			Yes	No	No	http://edamontology.org/format_2572		Metagenomic	formats	
Anvi’o	fasta	FASTA	Yes			Yes	No	No	http://edamontology.org/format_1929		Metagenomic	formats	
Anvi’o	fastq	FASTQ	Yes			Yes	No	No	http://edamontology.org/format_1930		Metagenomic	formats	
Anvi’o	html	HTML	Yes			Yes	No	No	http://edamontology.org/format_2331		Metagenomic	formats	
Anvi’o	jpeg	JPEG	Yes			Yes	No	No	http://edamontology.org/format_3579		Metagenomic	formats	
Anvi’o	json	JSON	Yes			Yes	No	No	http://edamontology.org/format_3464		Metagenomic	formats	
Anvi’o	newick	newick	Yes			Yes	No	No	http://edamontology.org/format_1910		Metagenomic	formats	
Anvi’o	png	PNG	Yes			Yes	No	No	http://edamontology.org/format_3603		Metagenomic	formats	
Anvi’o	svg	SVG	Yes			Yes	No	No	http://edamontology.org/format_3604		Metagenomic	formats	
Anvi’o	tsv	TSV	Yes			Yes	No	No	http://edamontology.org/format_3475		Metagenomic	formats	
Anvi’o	annotation edition	Genome annotation	Yes			No	No	Yes	http://edamontology.org/operation_0362		Metagenomic	operations	
Anvi’o	assembly	Sequence assembly	Yes			Yes	No	No	http://edamontology.org/operation_0310		Metagenomic	operations	
Anvi’o	binning refinement	Read binning	No			No	Yes	No	http://edamontology.org/operation_3798		Metagenomic	operations	
Anvi’o	functional annotation	Gene functional annotation	Yes			No	No	Yes	http://edamontology.org/operation_3672		Metagenomic	operations	
Anvi’o	genomic refining	Sequence assembly	No			No	Yes	No	http://edamontology.org/operation_0310		Metagenomic	operations	
Anvi’o	interactive edition	Editing	Yes			No	Yes	No	http://edamontology.org/operation_3096		Metagenomic	operations	
Anvi’o	interactive visualization	Visualisation	Yes			No	Yes	No	http://edamontology.org/operation_0337		Metagenomic	operations	
Anvi’o	taxonomic profiling	Taxonomic classification	Yes			No	Yes	No	http://edamontology.org/operation_3460		Metagenomic	operations	
Anvi’o	workflow	Workflows	Yes			Yes	No	No	http://edamontology.org/topic_0769	topic not a operation	Metagenomic	operations	
Anvi’o	comparative genomics	Comparative genomics	Yes			Yes	No	No	http://edamontology.org/topic_0797		Metagenomic	topics	
Anvi’o	functional genomics	Functional genomics	Yes			Yes	No	No	http://edamontology.org/topic_0085		Metagenomic	topics	
Anvi’o	metagenomics	Metagenomics	Yes			Yes	No	No	http://edamontology.org/topic_3174		Metagenomic	topics	
Bedtools_annotate	annotated intervals	Annotation track	Yes			No	Yes	No	http://edamontology.org/data_3002		Genetic_variant	data	
Bedtools_annotate	annotation tracks	Annotation track	Yes			Yes	No	No	http://edamontology.org/data_3002		Genetic_variant	data	
Bedtools_annotate	coverage statistics	Sequence assembly report	Yes			No	Yes	No	http://edamontology.org/data_3181		Genetic_variant	data	
Bedtools_annotate	genomic features	Nucleic acid features	Yes			No	Yes	No	http://edamontology.org/data_1276		Genetic_variant	data	
Bedtools_annotate	sequence variants	Sequence variations	Yes			No	Yes	No	http://edamontology.org/data_3498		Genetic_variant	data	
Bedtools_annotate	bed	BED	Yes			No	No	No	http://edamontology.org/format_3003		Genetic_variant	formats	
Bedtools_annotate	gff	GFF	Yes			Yes	No	No	http://edamontology.org/format_2305		Genetic_variant	formats	
Bedtools_annotate	vcf	VCF	Yes			Yes	No	No	http://edamontology.org/format_3016		Genetic_variant	formats	
Bedtools_annotate	genomic interval annotation	Genome annotation	Yes		bedtools annotate performs 'Genome annotation' with an aim of 'Genome feature comparison' http://edamontology.org/operation_3194	No	Yes	No	http://edamontology.org/operation_0362		Genetic_variant	operations	
Bedtools_annotate	genomic comparaison	Genome comparison	Yes			No	Yes	No	http://edamontology.org/operation_3209	operation not a topic	Genetic_variant	topics	
Big-FISH	fluorescence in situ hybriditation (fish) microscopy image	Image	Yes			No	Yes	No	http://edamontology.org/data_2968		Microscopy	data	
Big-FISH	label mask as np array	3D EM Mask	No	est-ce que 3D EM Mask existe vraiment dans EDAM ? ou dans Edam bioImaging? trop restriuctif en tout cas ici. 		No	No	Yes	http://edamontology.org/data_3806		Microscopy	data	
Big-FISH	list of detection with additional features	Matrix	Yes	potentiellement texte ou matrice? (liste de positions)		No	Yes	No	http://edamontology.org/data_2082	no matching data, proposition expert matrix	Microscopy	data	
Big-FISH	image format	Image format	Yes			Yes	No	No	http://edamontology.org/format_3547		Microscopy	formats	
Big-FISH	jpeg	JPEG	Yes			Yes	No	No	http://edamontology.org/format_3579		Microscopy	formats	
Big-FISH	jpg	JPG	Yes			Yes	No	No	http://edamontology.org/format_3579		Microscopy	formats	
Big-FISH	png	PNG	Yes			Yes	No	No	http://edamontology.org/format_3603		Microscopy	formats	
Big-FISH	tif	TIFF	Yes	tiff ok si tif n'existe pas		No	Yes	No	http://edamontology.org/format_3591	no matching format, proposition expert TIFF	Microscopy	formats	
Big-FISH	tiff	TIFF	Yes			Yes	No	No	http://edamontology.org/format_3591		Microscopy	formats	
Big-FISH	txt	Plain text format	Yes			Yes	No	No	http://edamontology.org/format_2330		Microscopy	formats	
Big-FISH	cell segmentation	Image analysis	Yes	très très large... pas tres informatif. On peut aussi voir la segmentation comme une forme de clustering.		No	Yes	No	http://edamontology.org/operation_3443		Microscopy	operations	
Big-FISH	cluster detection	Clustering	No	différent en concept: plutôt test statisqtique: ne clisrterise pas systématiquement, mais dtéecte si il y a des points qui pourraient etre considérées comme des clusters.		No	Yes	No	http://edamontology.org/operation_3432		Microscopy	operations	
Big-FISH	colocalisation	Image analysis	Yes	A mettre en image analysis alors comme les autres.		No	Yes	No	http://edamontology.org/operation_3432	no matching operations, expert propose Image analysis	Microscopy	operations	
Big-FISH	nucleus segmentation	Image analysis	Yes	même remarque que pour cell segmentation		No	Yes	No	http://edamontology.org/operation_3443		Microscopy	operations	
Big-FISH	preprocessing	Image analysis	Yes	Image analys (ou image processining si ca existe)		No	Yes	No	http://edamontology.org/operation_3443	no matching operations, expert propose Image analysis	Microscopy	operations	
Big-FISH	spot detection	Image analysis	Yes			No	Yes	No	http://edamontology.org/operation_3443		Microscopy	operations	
Big-FISH	fluorescence in situ hybriditation microscopy	Imaging	Yes			No	Yes	No	http://edamontology.org/topic_3382		Microscopy	topics	
Big-FISH	spatial transcriptomics	Transcriptomics	Yes			No	Yes	No	http://edamontology.org/topic_3308		Microscopy	topics	
COBRApy	flux distributions	Physiology parameter	No			No	Yes	No	http://edamontology.org/data_3722		Systems_biology	data	
COBRApy	metabolic model	Mathematical model	Yes			No	Yes	No	http://edamontology.org/data_0950		Systems_biology	data	
COBRApy	metabolic network	Pathway or network	Yes			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	
COBRApy	metabolic network/model or nothing if created from scratch	Pathway or network	Yes			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	
COBRApy	metabolites	Reaction data	Yes			No	Yes	No	http://edamontology.org/data_2978		Systems_biology	data	
COBRApy	optimization results	Optimisation and refinement	Yes			No	Yes	No	http://edamontology.org/operation_2425	operation not a data	Systems_biology	data	
COBRApy	results of simulations	Simulation	Yes			No	Yes	No	http://edamontology.org/data_3869		Systems_biology	data	
COBRApy	flux distributions	Physiology parameter	No			No	Yes	No	http://edamontology.org/data_3722		Systems_biology	formats	
COBRApy	metabolic model	Mathematical model	Yes			No	Yes	No	http://edamontology.org/data_0950		Systems_biology	formats	
COBRApy	metabolic network	Pathway or network	Yes			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	
COBRApy	metabolic network/model or nothing if created from scratch	Pathway or network	Yes			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	
COBRApy	metabolites	Reaction data	Yes			No	Yes	No	http://edamontology.org/data_2978		Systems_biology	formats	
COBRApy	optimization results	Optimisation and refinement	Yes			No	Yes	No	http://edamontology.org/operation_2425	operation not a data	Systems_biology	formats	
COBRApy	results of simulations	Simulation	Yes			No	Yes	No	http://edamontology.org/data_3869		Systems_biology	formats	
COBRApy	constraint-based simulations such as fba	Modelling and simulation	Yes			No	Yes	No	http://edamontology.org/operation_2426		Systems_biology	operations	
COBRApy	construction or modification of metabolic models	Metabolic network modelling	Yes			No	Yes	No	http://edamontology.org/operation_3660		Systems_biology	operations	
COBRApy	flux variability analysis	Fluxomics	No	Same as in topics, two different concepts for me		No	Yes	No	http://edamontology.org/topic_3955	topic not an operation	Systems_biology	operations	
COBRApy	gene deletion analysis	Deletion detection	No	A bit vague		No	Yes	No	http://edamontology.org/operation_3962		Systems_biology	operations	
COBRApy	metabolic network simulation	Metabolic network simulation	Yes			Yes	No	No	http://edamontology.org/operation_3660		Systems_biology	operations	
COBRApy	model parsing and manipulation	Parsing	No	Too vague		No	Yes	No	http://edamontology.org/operation_1812		Systems_biology	operations	
COBRApy	optimization	Optimisation and refinement	Yes			Yes	No	No	http://edamontology.org/operation_2425		Systems_biology	operations	
COBRApy	constraint-based modeling	Modelling and simulation	Yes			No	Yes	No	http://edamontology.org/operation_2426	Operation not a topic	Systems_biology	topics	
COBRApy	flux balance analysis	Fluxomics	No	For me these are two different concepts		No	Yes	No	http://edamontology.org/topic_3955		Systems_biology	topics	
COBRApy	metabolic modelling	Metabolic network modelling	Yes			Yes	No	No	http://edamontology.org/operation_3660	operation not a topic	Systems_biology	topics	
COBRApy	metabolic networks	Biological networks	Yes			No	Yes	No	http://edamontology.org/topic_0602		Systems_biology	topics	
COBRApy	metabolic reconstruction	Metabolic network reconstruction	Yes			Yes	No	No	http://edamontology.org/operation_3660	operation not a topic	Systems_biology	topics	
COBRApy	systems biology	Systems biology	Yes			Yes	No	No	http://edamontology.org/topic_2259		Systems_biology	topics	
CONCOCT	bins	Sequence set	No			No	Yes	No	http://edamontology.org/data_0850		Metagenomic	data	
CONCOCT	contigs	Sequence Assembly	Yes			No	Yes	No	http://edamontology.org/data_0925		Metagenomic	data	
CONCOCT	coverage profiles	Sequence set	No			No	Yes	No	http://edamontology.org/data_0850		Metagenomic	data	
CONCOCT	metagenome assembled genomes mags	Metagenomic sequencing	No			No	Yes	No	http://edamontology.org/topic_3837	topic not a data	Metagenomic	data	
CONCOCT	fasta	FASTA	Yes			Yes	No	No	http://edamontology.org/format_1929		Metagenomic	formats	
CONCOCT	tsv	TSV	Yes			Yes	No	No	http://edamontology.org/format_3475		Metagenomic	formats	
CONCOCT	binning	Read binning	No			Yes	No	No	http://edamontology.org/operation_3798		Metagenomic	operations	
CONCOCT	binning	Read binning	No	"Le terme ""read"" me pose problème car concoct ne fonctionne qu'avec des contigs d'une taille minimum de 1000pb donc pas sur des reads  "	Oui le binning se fait généralement au niveau des contigs, et on parle souvent de genome binning	Yes	No	No	http://edamontology.org/operation_3798	Operation not a topic	Metagenomic	topics	
CONCOCT	genome reconstruction	Whole genome sequencing	No	Ces deux outils ne fonctionnent pas sur du whole genome sequencing maus bien sur des metagénomes	Agreed 	No	Yes	No	http://edamontology.org/topic_3673		Metagenomic	topics	
CONCOCT	metagenomics	Metagenomics	Yes			Yes	No	No	http://edamontology.org/topic_3174		Metagenomic	topics	
Canu	assembled contigs	Sequence assembly	Yes			No	Yes	No	http://edamontology.org/data_0925		Genetic_variant	data	
Canu	assembled scaffolds	Sequence assembly	Yes			No	Yes	No	http://edamontology.org/data_0925		Genetic_variant	data	
Canu	raw long sequencing reads	Sequence trace	Yes	"The naming ""trace"" is surprising to us, but the edam term definition fits."		No	Yes	No	http://edamontology.org/data_0924		Genetic_variant	data	
Canu	unassembled corrected reads	Sequence set (nucleic acid)	Yes	The corrected reads is not what the sequencing machine produces. We suggest: http://edamontology.org/data_1234		No	Yes	No	http://edamontology.org/data_1234		Genetic_variant	data	
Canu	fasta	FASTA	Yes			Yes	No	No	http://edamontology.org/format_1929		Genetic_variant	formats	
Canu	fastq	FASTQ	Yes			Yes	No	No	http://edamontology.org/format_1930		Genetic_variant	formats	
Canu	gfa	GFA 2	Yes			No	No	Yes	http://edamontology.org/format_3976		Genetic_variant	formats	
Canu	contig assembly	Sequence assembly	Yes			No	Yes	No	http://edamontology.org/operation_0310		Genetic_variant	operations	
Canu	read correction	Sequence merging	Yes		Read correction in the context of long-read should fall under Sequence editing --> Sequence merging http://edamontology.org/operation_0232	No	Yes	No	http://edamontology.org/operation_0232		Genetic_variant	operations	
Canu	read trimming	Sequence trimming	Yes		Sequence trimming and Sequence merging fall under Sequence editing	No	Yes	No	http://edamontology.org/operation_3192		Genetic_variant	operations	
Canu	de novo assembly	De-novo assembly	Yes			Yes	No	No	http://edamontology.org/operation_0524	operation not a topic	Genetic_variant	topics	
Canu	long read data processing	Read pre-processing	Yes			No	Yes	No	http://edamontology.org/operation_3219		Genetic_variant	topics	
CarveMe	gene sequences	Sequence	Yes			No	Yes	No	http://edamontology.org/data_2044		Systems_biology	data	
CarveMe	genome annotations	Genome annotation	Yes	Yes although not the main objective		Yes	No	No	http://edamontology.org/operation_0362	Operation not a data	Systems_biology	data	
CarveMe	genome-scale metabolic models	Mathematical model	Yes			No	Yes	No	http://edamontology.org/data_0950		Systems_biology	data	
CarveMe	metabolic model	Mathematical model	Yes			No	Yes	No	http://edamontology.org/data_0950		Systems_biology	data	
CarveMe	metabolic networks	Pathway or network	Yes			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	
CarveMe	protein sequences	Protein sequence	Yes			Yes	No	No	http://edamontology.org/data_2976		Systems_biology	data	
CarveMe	taxonomic information	Taxonomic classification	No			No	Yes	No	http://edamontology.org/data_1872		Systems_biology	data	
CarveMe	gene sequences	Sequence	Yes			No	Yes	No	http://edamontology.org/data_2044		Systems_biology	formats	
CarveMe	genome annotations	Genome annotation	Yes	Yes although not the main objective		Yes	No	No	http://edamontology.org/operation_0362	Operation not a data	Systems_biology	formats	
CarveMe	genome-scale metabolic models	Mathematical model	Yes			No	Yes	No	http://edamontology.org/data_0950		Systems_biology	formats	
CarveMe	metabolic model	Mathematical model	Yes			No	Yes	No	http://edamontology.org/data_0950		Systems_biology	formats	
CarveMe	metabolic networks	Pathway or network	Yes			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	
CarveMe	protein sequences	Protein sequence	Yes			Yes	No	No	http://edamontology.org/data_2976		Systems_biology	formats	
CarveMe	taxonomic information	Taxonomic classification	No			No	Yes	No	http://edamontology.org/data_1872		Systems_biology	formats	
CarveMe	automated model reconstruction	Metabolic network modelling	Yes			No	Yes	No	http://edamontology.org/operation_3660		Systems_biology	operations	
CarveMe	draft model generation	Modelling and simulation	Yes			No	Yes	No	http://edamontology.org/operation_2426		Systems_biology	operations	
CarveMe	gap-filling	Metabolic network modelling	Yes			No	Yes	No	http://edamontology.org/operation_3660		Systems_biology	operations	
CarveMe	gap-filling of metabolic models	Metabolic network modelling	Yes			No	Yes	No	http://edamontology.org/operation_3660	no matching annotation	Systems_biology	operations	
CarveMe	reconstruction of metabolic networks	Metabolic network modelling	Yes			No	Yes	No	http://edamontology.org/operation_3660		Systems_biology	operations	
CarveMe	community modeling	Metabolic network modelling	Yes			No	No	Yes	http://edamontology.org/operation_3660	Operation not a topic	Systems_biology	topics	
CarveMe	genome-scale metabolic modeling	Metabolic network modelling	Yes			No	Yes	No	http://edamontology.org/operation_3660	operation not a topic	Systems_biology	topics	
CarveMe	metabolic networks	Biological networks	Yes			No	Yes	No	http://edamontology.org/topic_0602		Systems_biology	topics	
CarveMe	metabolic reconstruction	Metabolic network reconstruction	Yes			Yes	No	No	http://edamontology.org/operation_3660	operation not a topic	Systems_biology	topics	
CarveMe	microbiology	Microbiology	Yes			Yes	No	No	http://edamontology.org/topic_3301		Systems_biology	topics	
CarveMe	systems biology	Systems biology	Yes			Yes	No	No	http://edamontology.org/topic_2259		Systems_biology	topics	
CellPose	annotation	Annotated text	No	ensemble de pixels, ou liste de pixel pas du texte		No	Yes	No	http://edamontology.org/data_3779		Microscopy	data	
CellPose	label masks	3D EM Mask	No			No	No	Yes	http://edamontology.org/data_3806		Microscopy	data	
CellPose	microscopy images 2d	Image	Yes			No	Yes	No	http://edamontology.org/data_2968		Microscopy	data	
CellPose	microscopy images 3d	Image	Yes			No	Yes	No	http://edamontology.org/data_2968		Microscopy	data	
CellPose	model weight	Mathematical model	No	poids de convolution par exemple, par vraiment mathématique (valeurs optimisées)		No	Yes	No	http://edamontology.org/data_0950		Microscopy	data	
CellPose	region of interest	Image	No	ou polygon.		No	Yes	No	http://edamontology.org/data_2968		Microscopy	data	
CellPose	structured dataset	Data set	Yes			No	Yes	No	http://edamontology.org/data_0006		Microscopy	data	
CellPose	imagej rois	Textual format	Yes	potentiellement texte		No	Yes	No	http://edamontology.org/format_2330	no matching format, proposition expert Textual format	Microscopy	formats	
CellPose	jpegs	JPEG	Yes			Yes	No	No	http://edamontology.org/format_3579		Microscopy	formats	
CellPose	model cellpose	Binary format	Yes	fichier binaire? compatible uniquement cellpose		No	Yes	No	http://edamontology.org/format_2333	no matching format, proposition expert Binary format 	Microscopy	formats	
CellPose	npy	Binary format	Yes	idem.		No	Yes	No	http://edamontology.org/format_2333	no matching format, proposition expert Binary format 	Microscopy	formats	
CellPose	png	PNG	Yes			Yes	No	No	http://edamontology.org/format_3603		Microscopy	formats	
CellPose	tiff	TIFF	Yes			Yes	No	No	http://edamontology.org/format_3591		Microscopy	formats	
CellPose	annotation	Annotation	Yes			Yes	No	No	http://edamontology.org/operation_0226		Microscopy	operations	
CellPose	model training	Modelling and simulation	No	ou ajustement de parametres... ou IA si il y a?		No	Yes	No	http://edamontology.org/operation_2426		Microscopy	operations	
CellPose	segmentation 2d	Image analysis	Yes			No	Yes	No	http://edamontology.org/operation_3443		Microscopy	operations	
CellPose	segmentation 3d	Image analysis	Yes			No	Yes	No	http://edamontology.org/operation_3443		Microscopy	operations	
CellPose	cell segmentation	Cell biology	Yes	oui dans le sens ou on spécifie qu'on va étudier des cellules.. voir discussion topic/operation		No	Yes	No	http://edamontology.org/topic_2229		Microscopy	topics	
CellPose	optical microscopy	Imaging	Yes			No	Yes	No	http://edamontology.org/topic_3382		Microscopy	topics	
ClusterProfiler	differential expression results	Differential gene expression profiling	No	No mapping found for statistical results.		No	No	Yes	http://edamontology.org/operation_3223	operation not a data	Genetic_variant	data	
ClusterProfiler	enrichment results	Enrichment report	Yes	Should be: http://edamontology.org/data_3753 . The below terms also apply		No	Yes	No	http://edamontology.org/data_3753		Genetic_variant	data	
ClusterProfiler	gene lists	Gene ID	No	No mapping found for statistical results. Same as line 9.The file is a list of genes associated to statistical results, so it's not only gene ids.		No	Yes	No	http://edamontology.org/data_2295		Genetic_variant	data	
ClusterProfiler	ontology datasets	Ontology data	Yes			No	Yes	No	http://edamontology.org/data_2353		Genetic_variant	data	
ClusterProfiler	visualizations	Visualisation	Yes			Yes	No	No	http://edamontology.org/operation_0337	operation not a data	Genetic_variant	data	
ClusterProfiler	dsv	DSV	Yes			Yes	No	No	http://edamontology.org/format_3751		Genetic_variant	formats	
ClusterProfiler	image format	Image format	Yes			Yes	No	No	http://edamontology.org/format_3547		Genetic_variant	formats	
ClusterProfiler	biological theme comparison	Gene-set enrichment analysis	No	EDAM annotation too narrow. My annotation too broad, maybe a topic.		No	No	Yes	http://edamontology.org/operation_2436		Genetic_variant	operations	
ClusterProfiler	data visualization	Data visualisation	Yes			Yes	No	No	http://edamontology.org/topic_0092	topic not an operation	Genetic_variant	operations	
ClusterProfiler	gene set enrichment analysis	Gene-set enrichment analysis	Yes			Yes	No	No	http://edamontology.org/operation_2436		Genetic_variant	operations	
ClusterProfiler	id conversion	ID mapping	Yes			No	Yes	No	http://edamontology.org/operation_3282		Genetic_variant	operations	
ClusterProfiler	over-representation analysis	Gene-set enrichment analysis	Yes	Under 'Erichment analysis' there should also be a term called 'Over-representation analysis' alongside 'Gene-set enrichment analysis'		No	Yes	No	http://edamontology.org/operation_2436		Genetic_variant	operations	
ClusterProfiler	semantic similarity analysis	Sequence functional annotation	Yes	We suggest: http://edamontology.org/operation_3672		No	No	Yes	http://edamontology.org/operation_3672		Genetic_variant	operations	
ClusterProfiler	clustering	Clustering	Yes			Yes	No	No	http://edamontology.org/operation_3432	operation not a topic	Genetic_variant	topics	
ClusterProfiler	enrichment analysis for omics data	Enrichment analysis	Yes			No	Yes	No	http://edamontology.org/operation_3501	operation not a topic	Genetic_variant	topics	
ClusterProfiler	visualization of enrichment data	Analysis	Yes	Yes but 'Expression data visualisation' is too narrow. Topic should also include: http://edamontology.org/operation_2436 and http://edamontology.org/operation_3927 and http://edamontology.org/operation_3928 . 		No	Yes	No	http://edamontology.org/operation_2945	operation not a topic	Genetic_variant	topics	
Cytoscape	edge attribute	Pathway or network	No	I would have say that it's different but the first reviewer said yes		No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	I'm not sure for this one
Cytoscape	images	Image	Yes			Yes	No	No	http://edamontology.org/data_2968		Systems_biology	data	
Cytoscape	list of nodes and edges	Pathway or network	Yes			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	
Cytoscape	metrics	Quality control report	No			No	No	Yes	http://edamontology.org/data_3914		Systems_biology	data	
Cytoscape	network	Pathway or network	Yes			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	
Cytoscape	node attribute	Pathway or network	No	I would have say that it's different but the first reviewer said yes		No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	I'm not sure for this one
Cytoscape	edge attribute	Pathway or network	No	I would have say that it's different but the first reviewer said yes		No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	I'm not sure for this one
Cytoscape	images	Image	Yes			Yes	No	No	http://edamontology.org/data_2968		Systems_biology	formats	
Cytoscape	list of nodes and edges	Pathway or network	Yes			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	
Cytoscape	metrics	Quality control report	No			No	No	Yes	http://edamontology.org/data_3914		Systems_biology	formats	
Cytoscape	network	Pathway or network	Yes			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	
Cytoscape	node attribute	Pathway or network	No	I would have say that it's different but the first reviewer said yes		No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	I'm not sure for this one
Cytoscape	cluster detection	Clustering	Yes			No	Yes	No	http://edamontology.org/operation_3432		Systems_biology	operations	
Cytoscape	construction of networks	Network analysis	Yes	I would have said no here as building networks is different from analysing the networks once they are built, but the first reviewer said yes		No	Yes	No	http://edamontology.org/operation_3927		Systems_biology	operations	The EDAM definition seems ok for me (if we considere generate similar to construct)
Cytoscape	data integration	Data integration and warehousing	No	"I think in EDAM ""data integration"" is different from what we think about data integration, it's more related to requesting different data sources and databases"		Yes	No	No	http://edamontology.org/topic_3366	topic not an operation	Systems_biology	operations	I'm agree with the expert 1
Cytoscape	edition of networks	Network analysis	Yes			No	Yes	No	http://edamontology.org/operation_3927		Systems_biology	operations	
Cytoscape	graph topology	Topology diagram drawing	No	I don't think edam refers to the same thing as cytoscape here		No	Yes	No	http://edamontology.org/operation_2486		Systems_biology	operations	no
Cytoscape	network exploration	Network analysis	Yes			No	Yes	No	http://edamontology.org/operation_3927		Systems_biology	operations	
Cytoscape	network visualization	Network visualisation	Yes			Yes	No	No	http://edamontology.org/operation_3925		Systems_biology	operations	
Cytoscape	co-occurrence networks	Molecular interactions, pathways and networks	Yes			No	Yes	No	http://edamontology.org/topic_0602		Systems_biology	topics	
Cytoscape	data integration	Data integration and warehousing	No	"I think in EDAM ""data integration"" is different from what we think about data integration, it's more related to requesting different data sources and databases"		Yes	No	No	http://edamontology.org/topic_3366		Systems_biology	topics	I'm agree withe the expert 1
Cytoscape	graph theory	Molecular interactions, pathways and networks	Yes			No	Yes	No	http://edamontology.org/topic_0602		Systems_biology	topics	
Cytoscape	metabolic pathways	Metabolic pathway prediction	No	Not really prediction.	1.0	No	Yes	No	http://edamontology.org/operation_3929	operation not a topic	Systems_biology	topics	Idem
Cytoscape	molecular interaction networks	Molecular interactions, pathways and networks	Yes			Yes	No	No	http://edamontology.org/topic_0602		Systems_biology	topics	
Cytoscape	network biology	Network analysis	Yes			No	Yes	No	http://edamontology.org/operation_3927	operation not a topic	Systems_biology	topics	
Cytoscape	network exploration	Network analysis	Yes			No	Yes	No	http://edamontology.org/operation_3927	operation not a topic	Systems_biology	topics	
Cytoscape	network handling	Network analysis	Yes			No	Yes	No	http://edamontology.org/operation_3927	operation not a topic	Systems_biology	topics	
Cytoscape	network visualisation	Network visualisation	Yes			Yes	No	No	http://edamontology.org/operation_3925	operation not a topic	Systems_biology	topics	
